
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
200,1247.0900000000006,57,5th at Howard,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,157,43
200,1415.2700000000004,82,Broadway St at Battery St,15,72,Civic Center BART (7th at Market),23,189,11
200,499.625,62,2nd at Folsom,19,75,Mechanics Plaza (Market at Battery),19,188,12
200,1195.4199999999996,47,Post at Kearny,19,76,Market at 4th,19,164,36
200,1195.39,73,Grant Avenue at Columbus Avenue,19,54,Embarcadero at Bryant,15,136,64
200,772.5000000000001,41,Clay at Battery,15,51,Embarcadero at Folsom,19,175,25
200,755.59,75,Mechanics Plaza (Market at Battery),19,41,Clay at Battery,15,173,27
199,1326.6633165829141,41,Clay at Battery,15,48,Embarcadero at Vallejo,15,117,82
199,3026.773869346732,71,Powell at Post (Union Square),19,48,Embarcadero at Vallejo,15,62,137
199,679.1155778894469,57,5th at Howard,15,41,Clay at Battery,15,176,23
199,1092.502512562814,73,Grant Avenue at Columbus Avenue,19,46,Washington at Kearny,15,153,46
198,591.232323232323,82,Broadway St at Battery St,15,47,Post at Kearny,19,181,17
197,376.32487309644665,55,Temporary Transbay Terminal (Howard at Beale),23,51,Embarcadero at Folsom,19,191,6
197,1070.56345177665,41,Clay at Battery,15,57,5th at Howard,15,162,35
197,624.9035532994923,72,Civic Center BART (7th at Market),23,63,Howard at 2nd,19,175,22
196,1398.1683673469392,61,2nd at Townsend,27,66,South Van Ness at Market,19,130,66
196,9852.581632653064,22,Redwood City Caltrain Station,25,22,Redwood City Caltrain Station,25,66,130
196,1188.4285714285713,68,Yerba Buena Center of the Arts (3rd @ Howard),19,76,Market at 4th,19,148,48
195,1204.210256410256,65,Townsend at 7th,15,48,Embarcadero at Vallejo,15,158,37
194,1085.6185567010311,72,Civic Center BART (7th at Market),23,61,2nd at Townsend,27,159,35
194,1168.1443298969073,65,Townsend at 7th,15,45,Commercial at Montgomery,15,183,11
194,1233.0309278350512,72,Civic Center BART (7th at Market),23,58,San Francisco City Hall,19,152,42
194,1046.5824742268042,58,San Francisco City Hall,19,75,Mechanics Plaza (Market at Battery),19,163,31
194,1521.7783505154634,45,Commercial at Montgomery,15,65,Townsend at 7th,15,174,20
193,1052.113989637306,49,Spear at Folsom,19,71,Powell at Post (Union Square),19,140,53
192,1035.1875000000002,72,Civic Center BART (7th at Market),23,68,Yerba Buena Center of the Arts (3rd @ Howard),19,128,64
192,1110.5729166666663,66,South Van Ness at Market,19,51,Embarcadero at Folsom,19,182,10
192,749.213541666667,68,Yerba Buena Center of the Arts (3rd @ Howard),19,56,Beale at Market,19,151,41
192,1301.807291666667,63,Howard at 2nd,19,73,Grant Avenue at Columbus Avenue,19,133,59
191,1100.769633507854,74,Steuart at Market,23,62,2nd at Folsom,19,154,37
191,1481.1465968586376,59,Golden Gate at Polk,23,48,Embarcadero at Vallejo,15,160,31
191,1289.2356020942395,9,Japantown,15,10,San Jose City Hall,15,134,57
190,1090.921052631579,59,Golden Gate at Polk,23,50,Harry Bridges Plaza (Ferry Building),23,122,68
190,1942.110526315789,46,Washington at Kearny,15,71,Powell at Post (Union Square),19,63,127
190,2109.010526315789,61,2nd at Townsend,27,72,Civic Center BART (7th at Market),23,131,59
189,1278.9523809523805,66,South Van Ness at Market,19,71,Powell at Post (Union Square),19,84,105
189,5184.037037037037,30,Evelyn Park and Ride,15,30,Evelyn Park and Ride,15,34,155
189,874.6984126984125,42,Davis at Jackson,15,64,2nd at South Park,15,171,18
189,637.5873015873012,46,Washington at Kearny,15,51,Embarcadero at Folsom,19,166,23
189,729.1904761904763,12,SJSU 4th at San Carlos,19,2,San Jose Diridon Caltrain Station,27,152,37
189,833.3333333333331,56,Beale at Market,19,47,Post at Kearny,19,171,18
187,1935.12834224599,57,5th at Howard,15,48,Embarcadero at Vallejo,15,120,67
187,516.9786096256685,68,Yerba Buena Center of the Arts (3rd @ Howard),19,47,Post at Kearny,19,135,52
187,602.1871657754011,7,Paseo de San Antonio,15,6,San Pedro Square,15,142,45
187,2467.475935828877,75,Mechanics Plaza (Market at Battery),19,77,Market at Sansome,27,134,53
186,765.3870967741938,84,Ryland Park,15,3,San Jose Civic Center,15,150,36
186,3267.290322580643,58,San Francisco City Hall,19,72,Civic Center BART (7th at Market),23,126,60
186,409.28494623655894,47,Post at Kearney,19,46,Washington at Kearney,15,164,22
185,1196.8270270270275,73,Grant Avenue at Columbus Avenue,19,57,5th at Howard,15,143,42
184,3438.9619565217395,48,Embarcadero at Vallejo,15,71,Powell at Post (Union Square),19,40,144
183,1250.5355191256829,9,Japantown,15,84,Ryland Park,15,164,19
183,444.5464480874316,82,Broadway St at Battery St,15,45,Commercial at Montgomery,15,166,17
182,2362.203296703298,61,2nd at Townsend,27,46,Washington at Kearny,15,126,56
180,682.9666666666669,57,5th at Howard,15,51,Embarcadero at Folsom,19,150,30
180,3763.744444444446,77,Market at Sansome,27,75,Mechanics Plaza (Market at Battery),19,85,95
180,840.9000000000003,75,Mechanics Plaza (Market at Battery),19,59,Golden Gate at Polk,23,156,24
180,1781.8499999999995,37,Cowper at University,11,36,California Ave Caltrain Station,15,127,53
179,1374.4860335195538,51,Embarcadero at Folsom,19,56,Beale at Market,19,169,10
178,2611.0898876404494,50,Harry Bridges Plaza (Ferry Building),23,58,San Francisco City Hall,19,110,68
178,2071.8146067415723,48,Embarcadero at Vallejo,15,77,Market at Sansome,27,112,66
178,707.4494382022468,54,Embarcadero at Bryant,15,64,2nd at South Park,15,152,26
177,898.5254237288137,41,Clay at Battery,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,108,69
177,1646.4576271186438,63,Howard at 2nd,19,48,Embarcadero at Vallejo,15,98,79
177,17114.367231638418,29,San Antonio Caltrain Station,23,29,San Antonio Caltrain Station,23,31,146
177,1459.4180790960459,11,MLK Library,19,16,SJSU - San Salvador at 9th,15,124,53
177,377.42937853107367,47,Post at Kearny,19,41,Clay at Battery,15,158,19
177,739.519774011299,6,San Pedro Square,15,7,Paseo de San Antonio,15,123,54
176,675.8977272727273,22,Redwood City Caltrain Station,25,21,Franklin at Maple,15,154,22
176,1227.227272727273,49,Spear at Folsom,19,66,South Van Ness at Market,19,158,18
175,1188.0285714285708,56,Beale at Market,19,74,Steuart at Market,23,104,71
175,755.5085714285713,68,Yerba Buena Center of the Arts (3rd @ Howard),19,51,Embarcadero at Folsom,19,126,49
175,2288.005714285716,41,Clay at Battery,15,47,Post at Kearny,19,151,24
175,3836.2914285714296,59,Golden Gate at Polk,23,71,Powell at Post (Union Square),19,79,96
174,2653.8448275862065,58,San Francisco City Hall,19,71,Powell at Post (Union Square),19,65,109
174,801.2241379310342,46,Washington at Kearny,15,57,5th at Howard,15,144,30
174,1162.4942528735635,13,St James Park,15,9,Japantown,15,139,35
174,4563.327586206898,69,San Francisco Caltrain 2 (330 Townsend),23,70,San Francisco Caltrain (Townsend at 4th),19,117,57
174,922.6839080459773,62,2nd at Folsom,19,42,Davis at Jackson,15,165,9
174,1195.2816091954014,65,Townsend at 7th,15,42,Davis at Jackson,15,160,14
174,1471.7356321839075,16,SJSU - San Salvador at 9th,15,8,San Salvador at 1st,15,141,33
173,4807.676300578035,50,Harry Bridges Plaza (Ferry Building),23,59,Golden Gate at Polk,23,92,81
173,4644.086705202313,74,Steuart at Market,23,50,Harry Bridges Plaza (Ferry Building),23,83,90
173,1086.6936416184967,6,San Pedro Square,15,3,San Jose Civic Center,15,45,128
173,1026.8497109826596,73,Grant Avenue at Columbus Avenue,19,82,Broadway St at Battery St,15,146,27
172,505.01744186046477,10,San Jose City Hall,15,7,Paseo de San Antonio,15,154,18
171,852.684210526316,68,Yerba Buena Center of the Arts (3rd @ Howard),19,46,Washington at Kearny,15,118,53
171,740.9415204678362,39,Powell Street BART,19,49,Spear at Folsom,19,129,42
171,2569.7426900584787,56,Beale at Market,19,59,Golden Gate at Polk,23,157,14
171,1191.5087719298244,8,San Salvador at 1st,15,6,San Pedro Square,15,110,61
170,4128.747058823528,50,Harry Bridges Plaza (Ferry Building),23,74,Steuart at Market,23,69,101
170,802.441176470588,82,Broadway St at Battery St,15,39,Powell Street BART,19,155,15
170,989.2235294117648,71,Powell at Post (Union Square),19,58,San Francisco City Hall,19,94,76
170,875.0588235294118,82,Broadway St at Battery St,15,57,5th at Howard,15,148,22
169,1349.319526627218,10,San Jose City Hall,15,9,Japantown,15,126,43
169,2295.497041420117,57,5th at Howard,15,73,Grant Avenue at Columbus Avenue,19,102,67
169,1297.8994082840238,48,Embarcadero at Vallejo,15,65,Townsend at 7th,15,144,25
168,731.4107142857139,68,Yerba Buena Center of the Arts (3rd @ Howard),19,41,Clay at Battery,15,114,54
168,8443.369047619048,84,Ryland Park,15,84,Ryland Park,15,64,104
168,2115.678571428572,28,Mountain View Caltrain Station,23,29,San Antonio Caltrain Station,23,90,78
167,3196.335329341318,46,Washington at Kearny,15,73,Grant Avenue at Columbus Avenue,19,60,107
167,970.0838323353291,59,Golden Gate at Polk,23,49,Spear at Folsom,19,163,4
167,898.9101796407189,63,Howard at 2nd,19,56,Beale at Market,19,161,6
166,785.7831325301204,74,Steuart at Market,23,45,Commercial at Montgomery,15,138,28
166,1609.6506024096382,39,Powell Street BART,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,113,53
166,905.265060240964,47,Post at Kearny,19,56,Beale at Market,19,143,23
166,104964.3433734939,66,South Van Ness at Market,19,62,2nd at Folsom,19,147,19
166,1255.8915662650604,41,Clay at Battery,15,65,Townsend at 7th,15,150,16
165,475.4242424242424,63,Howard at 2nd,19,46,Washington at Kearny,15,146,19
165,602.8545454545458,63,Howard at 2nd,19,75,Mechanics Plaza (Market at Battery),19,153,12
165,716.624242424243,47,Post at Kearny,19,54,Embarcadero at Bryant,15,142,23
165,982.781818181818,58,San Francisco City Hall,19,47,Post at Kearny,19,148,17
165,909.9515151515152,71,Powell at Post (Union Square),19,54,Embarcadero at Bryant,15,118,47
163,1451.7055214723928,48,Embarcadero at Vallejo,15,41,Clay at Battery,15,105,58
163,4092.6809815950924,70,San Francisco Caltrain (Townsend at 4th),19,69,San Francisco Caltrain 2 (330 Townsend),23,121,42
162,1997.7654320987644,38,Park at Olive,15,35,University and Emerson,11,60,102
162,2526.5555555555566,58,San Francisco City Hall,19,74,Steuart at Market,23,67,95
161,1545.3602484472046,42,Davis at Jackson,15,67,Market at 10th,27,148,13
160,1387.0937500000005,7,Paseo de San Antonio,15,11,MLK Library,19,145,15
160,739.2562500000001,45,Commercial at Montgomery,15,62,2nd at Folsom,19,143,17
160,16066.51875,33,Rengstorff Avenue / California Street,15,33,Rengstorff Avenue / California Street,15,29,131
158,2049.9936708860746,54,Embarcadero at Bryant,15,73,Grant Avenue at Columbus Avenue,19,82,76
158,1339.107594936709,42,Davis at Jackson,15,72,Civic Center BART (7th at Market),23,150,8
158,371.0063291139238,6,San Pedro Square,15,14,Arena Green / SAP Center,19,129,29
158,1233.3797468354435,47,Post at Kearney,19,50,Harry Bridges Plaza (Ferry Building),23,105,53
157,513.6942675159235,46,Washington at Kearny,15,63,Howard at 2nd,19,130,27
157,1803.5668789808922,58,San Francisco City Hall,19,73,Grant Avenue at Columbus Avenue,19,114,43
156,1575.3717948717956,75,Mechanics Plaza (Market at Battery),19,65,Townsend at 7th,15,136,20
155,1159.5161290322592,49,Spear at Folsom,19,72,Civic Center BART (7th at Market),23,137,18
155,1053.8129032258068,10,San Jose City Hall,15,11,MLK Library,19,137,18
155,893.9935483870967,59,Golden Gate at Polk,23,75,Mechanics Plaza (Market at Battery),19,137,18
155,2405.8258064516126,47,Post at Kearny,19,71,Powell at Post (Union Square),19,89,66
154,609.1428571428571,64,2nd at South Park,15,47,Post at Kearney,19,127,27
154,416.40259740259756,16,SJSU - San Salvador at 9th,15,12,SJSU 4th at San Carlos,19,130,24
154,477.8896103896102,45,Commercial at Montgomery,15,41,Clay at Battery,15,138,16
154,1595.5000000000007,8,San Salvador at 1st,15,10,San Jose City Hall,15,135,19
153,824.8627450980395,10,San Jose City Hall,15,6,San Pedro Square,15,118,35
152,463.21052631578954,84,Ryland Park,15,9,Japantown,15,143,9
152,913.3618421052631,57,5th at Howard,15,46,Washington at Kearny,15,128,24
151,875.9470198675497,46,Washington at Kearny,15,54,Embarcadero at Bryant,15,125,26
151,2611.3311258278145,72,Civic Center BART (7th at Market),23,48,Embarcadero at Vallejo,15,95,56
151,636.2317880794701,48,Embarcadero at Vallejo,15,63,Howard at 2nd,19,120,31
151,374.19205298013264,13,St James Park,15,12,SJSU 4th at San Carlos,19,132,19
150,437.02000000000004,51,Embarcadero at Folsom,19,55,Temporary Transbay Terminal (Howard at Beale),23,139,11
150,818.9999999999998,47,Post at Kearney,19,73,Grant Avenue at Columbus Avenue,19,97,53
150,1191.2600000000002,46,Washington at Kearny,15,61,2nd at Townsend,27,97,53
150,1629.5266666666666,67,Market at 10th,27,58,San Francisco City Hall,19,116,34
149,321.63758389261744,22,Redwood City Caltrain Station,25,23,San Mateo County Center,15,139,10
149,890.0738255033559,75,Mechanics Plaza (Market at Battery),19,58,San Francisco City Hall,19,126,23
149,525.3624161073823,56,Beale at Market,19,62,2nd at Folsom,19,131,18
149,1207.3422818791944,51,Embarcadero at Folsom,19,39,Powell Street BART,19,104,45
148,1099.0405405405402,41,Clay at Battery,15,67,Market at 10th,27,113,35
148,762.5945945945945,6,San Pedro Square,15,80,Santa Clara County Civic Center,15,140,8
148,1095.7567567567564,38,Park at Olive,15,36,California Ave Caltrain Station,15,97,51
148,1690.8378378378375,60,Embarcadero at Sansome,15,62,2nd at Folsom,19,44,104
148,1590.506756756757,50,Harry Bridges Plaza (Ferry Building),23,47,Post at Kearney,19,116,32
148,1995.5540540540544,36,California Ave Caltrain Station,15,37,Cowper at University,11,80,68
148,2213.58108108108,46,Washington at Kearny,15,82,Broadway St at Battery St,15,103,45
147,1602.503401360544,6,San Pedro Square,15,10,San Jose City Hall,15,115,32
146,862.3767123287669,3,San Jose Civic Center,15,6,San Pedro Square,15,36,110
146,2075.4657534246585,67,Market at 10th,27,48,Embarcadero at Vallejo,15,90,56
146,2707.9041095890398,73,Grant Avenue at Columbus Avenue,19,48,Embarcadero at Vallejo,15,26,120
145,3652.7655172413793,12,SJSU 4th at San Carlos,19,16,SJSU - San Salvador at 9th,15,106,39
145,513.2758620689651,47,Post at Kearny,19,51,Embarcadero at Folsom,19,130,15
145,2380.303448275863,58,San Francisco City Hall,19,59,Golden Gate at Polk,23,102,43
145,436.696551724138,47,Post at Kearny,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,118,27
145,983.9793103448277,62,2nd at Folsom,19,82,Broadway St at Battery St,15,140,5
144,776.0416666666671,42,Davis at Jackson,15,46,Washington at Kearny,15,119,25
144,745.1041666666665,41,Clay at Battery,15,42,Davis at Jackson,15,127,17
144,572.0625000000001,47,Post at Kearny,19,49,Spear at Folsom,19,128,16
144,1936.9236111111106,33,Charleston Park/ North Bayshore Area,15,28,Mountain View Caltrain Station,23,66,78
144,1050.1458333333333,46,Washington at Kearny,15,72,Civic Center BART (7th at Market),23,97,47
143,658.1328671328671,58,San Francisco City Hall,19,57,5th at Howard,15,113,30
143,1330.5034965034956,46,Washington at Kearny,15,48,Embarcadero at Vallejo,15,52,91
143,3940.083916083916,29,San Antonio Caltrain Station,23,28,Mountain View Caltrain Station,23,54,89
142,907.2746478873238,71,Powell at Post (Union Square),19,51,Embarcadero at Folsom,19,101,41
142,5469.9084507042235,16,SJSU - San Salvador at 9th,15,16,SJSU - San Salvador at 9th,15,45,97
141,1417.0212765957442,8,San Salvador at 1st,15,16,SJSU - San Salvador at 9th,15,109,32
141,8013.929078014184,12,SJSU 4th at San Carlos,19,12,SJSU 4th at San Carlos,19,30,111
141,1106.7021276595744,57,5th at Howard,15,82,Broadway St at Battery St,15,125,16
141,630.0921985815605,3,San Jose Civic Center,15,4,Santa Clara at Almaden,11,82,59
139,1310.7122302158273,66,South Van Ness at Market,19,42,Davis at Jackson,15,121,18
139,436.431654676259,47,Post at Kearney,19,64,2nd at South Park,15,110,29
139,5979.3381294964,34,Palo Alto Caltrain Station,23,35,University and Emerson,11,46,93
139,1051.3884892086323,16,SJSU - San Salvador at 9th,15,11,MLK Library,19,105,34
137,948.8613138686131,56,Beale at Market,19,46,Washington at Kearny,15,111,26
137,1624.795620437956,64,2nd at South Park,15,59,Golden Gate at Polk,23,126,11
137,953.5839416058392,76,Market at 4th,19,47,Post at Kearny,19,106,31
136,740.8602941176472,82,Broadway St at Battery St,15,64,2nd at South Park,15,119,17
136,1435.4999999999998,68,Yerba Buena Center of the Arts (3rd @ Howard),19,75,Mechanics Plaza (Market at Battery),19,94,42
136,3218.691176470587,5,Adobe on Almaden,19,5,Adobe on Almaden,19,47,89
136,1555.6470588235295,66,South Van Ness at Market,19,48,Embarcadero at Vallejo,15,119,17
135,371.46666666666664,12,SJSU 4th at San Carlos,19,13,St James Park,15,109,26
135,881.577777777778,4,Santa Clara at Almaden,11,7,Paseo de San Antonio,15,119,16
135,5786.022222222224,66,South Van Ness at Market,19,41,Clay at Battery,15,108,27
135,2165.8074074074075,54,Embarcadero at Bryant,15,71,Powell at Post (Union Square),19,64,71
134,840.5746268656712,55,Temporary Transbay Terminal (Howard at Beale),23,46,Washington at Kearney,15,117,17
134,720.9402985074626,10,San Jose City Hall,15,3,San Jose Civic Center,15,106,28
134,1047.1119402985069,49,Spear at Folsom,19,59,Golden Gate at Polk,23,133,1
134,2317.4477611940288,73,Grant Avenue at Columbus Avenue,19,58,San Francisco City Hall,19,100,34
133,1485.6015037593984,58,San Francisco City Hall,19,61,2nd at Townsend,27,105,28
133,1074.360902255639,39,Powell Street BART,19,42,Davis at Jackson,15,109,24
133,3953.5037593984953,9,Japantown,15,7,Paseo de San Antonio,15,81,52
133,1336.8571428571424,46,Washington at Kearny,15,74,Steuart at Market,23,69,64
132,881.1515151515149,64,2nd at South Park,15,82,Broadway St at Battery St,15,118,14
132,555.9696969696968,68,Yerba Buena Center of the Arts (3rd @ Howard),19,62,2nd at Folsom,19,109,23
131,1366.572519083969,47,Post at Kearny,19,59,Golden Gate at Polk,23,107,24
131,790.8167938931299,65,Townsend at 7th,15,58,San Francisco City Hall,19,109,22
131,1676.480916030534,68,Yerba Buena Center of the Arts (3rd @ Howard),19,59,Golden Gate at Polk,23,96,35
130,1117.2769230769225,62,2nd at Folsom,19,66,South Van Ness at Market,19,100,30
130,1677.9076923076918,48,Embarcadero at Vallejo,15,57,5th at Howard,15,77,53
130,2221.453846153847,48,Embarcadero at Vallejo,15,72,Civic Center BART (7th at Market),23,73,57
130,582.7153846153847,46,Washington at Kearny,15,42,Davis at Jackson,15,109,21
129,531.3875968992248,51,Embarcadero at Folsom,19,41,Clay at Battery,15,110,19
129,1031.4883720930231,63,Howard at 2nd,19,59,Golden Gate at Polk,23,111,18
129,876.4961240310075,58,San Francisco City Hall,19,64,2nd at South Park,15,116,13
129,1054.3488372093022,82,Broadway St at Battery St,15,67,Market at 10th,27,119,10
129,1104.7054263565894,62,2nd at Folsom,19,48,Embarcadero at Vallejo,15,80,49
128,974.6093750000007,59,Golden Gate at Polk,23,64,2nd at South Park,15,118,10
128,1617.5312500000002,82,Broadway St at Battery St,15,73,Grant Avenue at Columbus Avenue,19,61,67
128,830.5156249999999,56,Beale at Market,19,41,Clay at Battery,15,114,14
128,1836.1250000000007,66,South Van Ness at Market,19,46,Washington at Kearny,15,93,35
127,1346.3543307086613,54,Embarcadero at Bryant,15,39,Powell Street BART,19,85,42
127,994.8425196850392,6,San Pedro Square,15,11,MLK Library,19,73,54
127,540.8661417322835,7,Paseo de San Antonio,15,13,St James Park,15,92,35
127,632.6614173228351,22,Redwood City Caltrain Station,25,24,Redwood City Public Library,15,122,5
126,1607.3412698412699,58,San Francisco City Hall,19,45,Commercial at Montgomery,15,107,19
126,1009.1190476190478,47,Post at Kearny,19,62,2nd at Folsom,19,108,18
126,4919.9126984127,33,Rengstorff Avenue / California Street,15,27,Mountain View City Hall,15,68,58
125,2188.183999999998,69,San Francisco Caltrain 2 (330 Townsend),23,73,Grant Avenue at Columbus Avenue,19,89,36
125,523.8080000000001,13,St James Park,15,11,MLK Library,19,107,18
125,1810.6560000000004,51,Embarcadero at Folsom,19,72,Civic Center BART (7th at Market),23,106,19
124,404.24193548387103,36,California Ave Caltrain Station,15,38,Park at Olive,15,95,29
124,852.5161290322577,6,San Pedro Square,15,8,San Salvador at 1st,15,84,40
124,873.1048387096773,72,Civic Center BART (7th at Market),23,51,Embarcadero at Folsom,19,112,12
124,1976.4838709677413,9,Japantown,15,8,San Salvador at 1st,15,80,44
123,489.7154471544715,26,Kaiser Hospital,15,22,Redwood City Caltrain Station,25,122,1
123,2832.9756097560985,32,Castro Street and El Camino Real,11,27,Mountain View City Hall,15,81,42
123,1120.6666666666663,35,University and Emerson,11,38,Park at Olive,15,59,64
123,976.5203252032518,67,Market at 10th,27,41,Clay at Battery,15,97,26
123,768.5040650406505,54,Embarcadero at Bryant,15,57,5th at Howard,15,106,17
123,730.7235772357724,70,San Francisco Caltrain (Townsend at 4th),19,47,Post at Kearney,19,107,16
123,652.9674796747969,51,Embarcadero at Folsom,19,47,Post at Kearny,19,105,18
122,1168.8032786885246,42,Davis at Jackson,15,41,Clay at Battery,15,103,19
122,688.8360655737699,47,Post at Kearney,19,70,San Francisco Caltrain (Townsend at 4th),19,105,17
121,1860.2644628099174,68,Yerba Buena Center of the Arts (3rd @ Howard),19,48,Embarcadero at Vallejo,15,34,87
121,723.3553719008265,14,Arena Green / SAP Center,19,13,St James Park,15,104,17
120,1562.9083333333335,28,Mountain View Caltrain Station,23,33,Charleston Park/ North Bayshore Area,15,44,76
120,626.6416666666665,13,St James Park,15,8,San Salvador at 1st,15,110,10
120,1183.3416666666674,59,Golden Gate at Polk,23,61,2nd at Townsend,27,98,22
120,1454.9249999999997,65,Townsend at 7th,15,73,Grant Avenue at Columbus Avenue,19,100,20
120,2063.283333333333,66,South Van Ness at Market,19,73,Grant Avenue at Columbus Avenue,19,72,48
119,854.5798319327731,47,Post at Kearney,19,66,South Van Ness at Market,19,109,10
119,898.4789915966387,3,San Jose Civic Center,15,11,MLK Library,19,71,48
119,882.4453781512603,63,Howard at 2nd,19,62,2nd at Folsom,19,104,15
119,1156.831932773109,11,MLK Library,19,6,San Pedro Square,15,63,56
119,3238.3529411764707,39,Powell Street BART,19,54,Embarcadero at Bryant,15,78,41
118,1463.4661016949146,56,Beale at Market,19,75,Mechanics Plaza (Market at Battery),19,97,21
118,332.0084745762712,21,Franklin at Maple,15,22,Redwood City Caltrain Station,25,99,19
118,2160.3983050847464,59,Golden Gate at Polk,23,58,San Francisco City Hall,19,73,45
117,1476.5555555555552,48,Embarcadero at Vallejo,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,52,65
117,1086.3675213675215,39,Powell Street BART,19,82,Broadway St at Battery St,15,99,18
117,4560.74358974359,23,San Mateo County Center,15,23,San Mateo County Center,15,85,32
117,664.905982905983,66,South Van Ness at Market,19,47,Post at Kearney,19,111,6
116,1440.3965517241381,54,Embarcadero at Bryant,15,72,Civic Center BART (7th at Market),23,98,18
116,2723.879310344828,33,Charleston Park/ North Bayshore Area,15,33,Charleston Park/ North Bayshore Area,15,2,114
116,1529.7672413793105,51,Embarcadero at Folsom,19,66,South Van Ness at Market,19,85,31
115,1645.6173913043472,51,Embarcadero at Folsom,19,71,Powell at Post (Union Square),19,72,43
115,926.0347826086959,72,Civic Center BART (7th at Market),23,49,Spear at Folsom,19,99,16
115,3008.617391304348,41,Clay at Battery,15,59,Golden Gate at Polk,23,83,32
115,1249.330434782609,48,Embarcadero at Vallejo,15,46,Washington at Kearny,15,61,54
114,1122.0350877192977,47,Post at Kearney,19,60,Embarcadero at Sansome,15,52,62
114,858.517543859649,72,Civic Center BART (7th at Market),23,42,Davis at Jackson,15,104,10
114,732.2105263157891,9,Japantown,15,13,St James Park,15,92,22
114,828.3333333333334,61,2nd at Townsend,27,47,Post at Kearney,19,99,15
113,817.7079646017698,4,Santa Clara at Almaden,11,3,San Jose Civic Center,15,59,54
113,1155.7876106194692,66,South Van Ness at Market,19,82,Broadway St at Battery St,15,102,11
113,3787.7876106194694,68,Yerba Buena Center of the Arts (3rd @ Howard),19,63,Howard at 2nd,19,75,38
112,1084.6428571428573,65,Townsend at 7th,15,41,Clay at Battery,15,101,11
112,985.3214285714288,59,Golden Gate at Polk,23,82,Broadway St at Battery St,15,105,7
111,18192.081081081084,38,Park at Olive,15,38,Park at Olive,15,13,98
111,631.918918918919,63,Howard at 2nd,19,42,Davis at Jackson,15,106,5
110,2358.809090909092,27,Mountain View City Hall,15,33,Rengstorff Avenue / California Street,15,64,46
110,714.3181818181819,57,5th at Howard,15,58,San Francisco City Hall,19,82,28
110,489.9545454545453,10,San Jose City Hall,15,12,SJSU 4th at San Carlos,19,97,13
110,659.8727272727274,51,Embarcadero at Folsom,19,62,2nd at Folsom,19,88,22
109,1852.1834862385308,16,SJSU - San Salvador at 9th,15,10,San Jose City Hall,15,81,28
108,2362.203703703705,46,Washington at Kearney,15,60,Embarcadero at Sansome,15,15,93
107,1094.3925233644861,6,San Pedro Square,15,16,SJSU - San Salvador at 9th,15,57,50
107,459.8598130841123,11,MLK Library,19,8,San Salvador at 1st,15,95,12
107,1108.7757009345796,54,Embarcadero at Bryant,15,46,Washington at Kearny,15,95,12
107,944.1028037383178,11,MLK Library,19,7,Paseo de San Antonio,15,86,21
106,488.15094339622635,7,Paseo de San Antonio,15,4,Santa Clara at Almaden,11,90,16
106,1417.4811320754716,46,Washington at Kearny,15,65,Townsend at 7th,15,75,31
106,1239.8679245283015,65,Townsend at 7th,15,46,Washington at Kearny,15,96,10
106,553.2075471698113,73,Grant Avenue at Columbus Avenue,19,47,Post at Kearney,19,83,23
105,1301.952380952381,72,Civic Center BART (7th at Market),23,82,Broadway St at Battery St,15,99,6
104,441.6730769230769,13,St James Park,15,14,Arena Green / SAP Center,19,99,5
104,1009.355769230769,63,Howard at 2nd,19,58,San Francisco City Hall,19,86,18
104,1219.7788461538464,65,Townsend at 7th,15,75,Mechanics Plaza (Market at Battery),19,95,9
103,617.3009708737858,3,San Jose Civic Center,15,10,San Jose City Hall,15,83,20
103,4713.417475728156,73,Grant Avenue at Columbus Avenue,19,59,Golden Gate at Polk,23,52,51
103,598.73786407767,13,St James Park,15,7,Paseo de San Antonio,15,85,18
103,965.1747572815534,84,Ryland Park,15,5,Adobe on Almaden,19,97,6
103,2251.4854368932038,49,Spear at Folsom,19,46,Washington at Kearny,15,90,13
102,2548.0196078431363,54,Embarcadero at Bryant,15,47,Post at Kearny,19,76,26
102,11316.16666666667,31,San Antonio Shopping Center,15,31,San Antonio Shopping Center,15,36,66
102,2937.813725490196,48,Embarcadero at Vallejo,15,66,South Van Ness at Market,19,72,30
102,730.2745098039219,30,Evelyn Park and Ride,15,27,Mountain View City Hall,15,76,26
102,1229.245098039216,64,2nd at South Park,15,58,San Francisco City Hall,19,81,21
102,1237.13725490196,82,Broadway St at Battery St,15,66,South Van Ness at Market,19,93,9
101,713.138613861386,41,Clay at Battery,15,45,Commercial at Montgomery,15,82,19
101,4863.306930693071,13,St James Park,15,13,St James Park,15,44,57
101,827.3465346534656,67,Market at 10th,27,47,Post at Kearney,19,92,9
100,1241.15,60,Embarcadero at Sansome,15,46,Washington at Kearney,15,21,79
100,1618.4400000000005,5,Adobe on Almaden,19,7,Paseo de San Antonio,15,84,16
100,918.8799999999999,58,San Francisco City Hall,19,56,Beale at Market,19,83,17
99,961.9595959595957,60,Embarcadero at Sansome,15,47,Post at Kearney,19,61,38
