
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
99,963.6868686868686,72,Civic Center BART (7th at Market),23,54,Embarcadero at Bryant,15,82,17
99,739.7373737373737,47,Post at Kearny,19,58,San Francisco City Hall,19,78,21
99,1899.7474747474755,46,Washington at Kearny,15,66,South Van Ness at Market,19,43,56
99,307.67676767676767,83,Mezes,15,22,Redwood City Caltrain Station,25,94,5
99,1494.6161616161614,47,Post at Kearney,19,67,Market at 10th,27,83,16
99,2384.464646464646,47,Post at Kearny,19,48,Embarcadero at Vallejo,15,42,57
99,1462.2020202020199,8,San Salvador at 1st,15,12,SJSU 4th at San Carlos,19,83,16
99,2969.595959595959,11,MLK Library,19,10,San Jose City Hall,15,78,21
98,1269.1428571428576,42,Davis at Jackson,15,65,Townsend at 7th,15,76,22
98,827.204081632653,48,Embarcadero at Vallejo,15,45,Commercial at Montgomery,15,53,45
98,1036.6734693877547,41,Clay at Battery,15,66,South Van Ness at Market,19,74,24
98,3705.8775510204077,80,Santa Clara County Civic Center,15,80,Santa Clara County Civic Center,15,47,51
98,4279.642857142856,10,San Jose City Hall,15,16,SJSU - San Salvador at 9th,15,71,27
98,670.1530612244899,46,Washington at Kearny,15,41,Clay at Battery,15,76,22
97,1222.1030927835052,58,San Francisco City Hall,19,68,Yerba Buena Center of the Arts (3rd @ Howard),19,61,36
97,839.4639175257731,46,Washington at Kearny,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,41,56
97,615.1134020618556,82,Broadway St at Battery St,15,63,Howard at 2nd,19,83,14
97,753.2783505154641,59,Golden Gate at Polk,23,63,Howard at 2nd,19,87,10
97,561.2989690721648,46,Washington at Kearney,15,55,Temporary Transbay Terminal (Howard at Beale),23,88,9
97,1215.4329896907216,65,Townsend at 7th,15,82,Broadway St at Battery St,15,84,13
97,1051.0309278350514,27,Mountain View City Hall,15,31,San Antonio Shopping Center,15,44,53
96,1245.1041666666672,8,San Salvador at 1st,15,9,Japantown,15,76,20
96,869.1875000000003,5,Adobe on Almaden,19,6,San Pedro Square,15,64,32
95,1416.8105263157897,68,Yerba Buena Center of the Arts (3rd @ Howard),19,58,San Francisco City Hall,19,64,31
95,952.252631578947,46,Washington at Kearney,15,50,Harry Bridges Plaza (Ferry Building),23,61,34
95,610.3684210526316,46,Washington at Kearney,15,51,Embarcadero at Folsom,19,87,8
95,2549.484210526316,27,Mountain View City Hall,15,32,Castro Street and El Camino Real,11,68,27
95,750.1157894736845,49,Spear at Folsom,19,47,Post at Kearny,19,84,11
95,1503.621052631579,39,Powell Street BART,19,51,Embarcadero at Folsom,19,62,33
95,898.221052631579,41,Clay at Battery,15,46,Washington at Kearny,15,68,27
94,2601.202127659574,82,Broadway St at Battery St,15,48,Embarcadero at Vallejo,15,49,45
94,527.7553191489363,51,Embarcadero at Folsom,19,46,Washington at Kearney,15,92,2
94,319.5744680851065,22,Redwood City Caltrain Station,25,83,Mezes,15,92,2
94,549.9893617021274,10,San Jose City Hall,15,5,Adobe on Almaden,19,79,15
94,2196.4680851063827,11,MLK Library,19,3,San Jose Civic Center,15,43,51
94,526.8723404255321,62,2nd at Folsom,19,47,Post at Kearney,19,82,12
94,751.4680851063831,14,Arena Green / SAP Center,19,7,Paseo de San Antonio,15,74,20
93,1100.1290322580644,12,SJSU 4th at San Carlos,19,11,MLK Library,19,70,23
93,3250.129032258065,42,Davis at Jackson,15,66,South Van Ness at Market,19,72,21
93,824.8387096774193,59,Golden Gate at Polk,23,41,Clay at Battery,15,75,18
93,498.6774193548387,47,Post at Kearney,19,49,Spear at Folsom,19,84,9
92,3584.9782608695664,49,Spear at Folsom,19,51,Embarcadero at Folsom,19,69,23
92,535.3260869565217,45,Commercial at Montgomery,15,47,Post at Kearney,19,84,8
92,727.9239130434784,67,Market at 10th,27,46,Washington at Kearney,15,74,18
92,545.0652173913044,11,MLK Library,19,13,St James Park,15,74,18
92,1586.3260869565222,31,San Antonio Shopping Center,15,35,University and Emerson,11,89,3
91,816.7142857142859,58,San Francisco City Hall,19,55,Temporary Transbay Terminal (Howard at Beale),23,86,5
91,4776.582417582418,48,Embarcadero at Vallejo,15,67,Market at 10th,27,47,44
91,1357.2417582417586,75,Mechanics Plaza (Market at Battery),19,62,2nd at Folsom,19,78,13
90,767.5666666666666,16,SJSU - San Salvador at 9th,15,6,San Pedro Square,15,51,39
90,1098.977777777778,55,Temporary Transbay Terminal (Howard at Beale),23,58,San Francisco City Hall,19,80,10
89,896.0,82,Broadway St at Battery St,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,71,18
89,559.3258426966294,47,Post at Kearney,19,61,2nd at Townsend,27,77,12
89,8091.3820224719075,46,Washington at Kearney,15,46,Washington at Kearney,15,6,83
89,675.8426966292137,8,San Salvador at 1st,15,13,St James Park,15,73,16
88,8002.9659090909145,35,University and Emerson,11,34,Palo Alto Caltrain Station,23,30,58
88,3083.1818181818194,74,Steuart at Market,23,58,San Francisco City Hall,19,58,30
87,2246.8505747126437,36,California Ave Caltrain Station,15,29,San Antonio Caltrain Station,23,57,30
87,1729.160919540229,61,2nd at Townsend,27,58,San Francisco City Hall,19,61,26
87,452.5287356321839,12,SJSU 4th at San Carlos,19,8,San Salvador at 1st,15,72,15
86,1345.6046511627903,7,Paseo de San Antonio,15,3,San Jose Civic Center,15,24,62
86,617.7209302325582,7,Paseo de San Antonio,15,84,Ryland Park,15,69,17
86,493.6279069767442,13,St James Park,15,10,San Jose City Hall,15,76,10
86,652.1744186046516,63,Howard at 2nd,19,82,Broadway St at Battery St,15,76,10
86,1780.3604651162789,67,Market at 10th,27,54,Embarcadero at Bryant,15,63,23
86,837.5930232558137,58,San Francisco City Hall,19,62,2nd at Folsom,19,72,14
85,3618.5882352941176,7,Paseo de San Antonio,15,10,San Jose City Hall,15,62,23
85,977.6588235294116,57,5th at Howard,15,54,Embarcadero at Bryant,15,59,26
85,1110.0,48,Embarcadero at Vallejo,15,82,Broadway St at Battery St,15,55,30
85,528.9294117647057,22,Redwood City Caltrain Station,25,26,Kaiser Hospital,15,83,2
84,4272.416666666666,60,Embarcadero at Sansome,15,58,San Francisco City Hall,19,30,54
84,2057.1428571428573,3,San Jose Civic Center,15,5,Adobe on Almaden,19,58,26
84,1487.2619047619048,51,Embarcadero at Folsom,19,49,Spear at Folsom,19,64,20
84,1509.5952380952376,25,Stanford in Redwood City,15,34,Palo Alto Caltrain Station,23,84,0
84,729.0119047619049,47,Post at Kearney,19,69,San Francisco Caltrain 2 (330 Townsend),23,81,3
84,1109.8928571428569,76,Market at 4th,19,46,Washington at Kearney,15,65,19
84,1998.6666666666658,23,San Mateo County Center,15,22,Redwood City Caltrain Station,25,74,10
84,4908.535714285715,61,2nd at Townsend,27,59,Golden Gate at Polk,23,54,30
83,625.2530120481928,12,SJSU 4th at San Carlos,19,6,San Pedro Square,15,61,22
83,1251.3012048192772,82,Broadway St at Battery St,15,65,Townsend at 7th,15,68,15
83,1754.4337349397586,5,Adobe on Almaden,19,8,San Salvador at 1st,15,72,11
83,2270.6867469879517,48,Embarcadero at Vallejo,15,47,Post at Kearny,19,42,41
83,1347.1686746987953,42,Davis at Jackson,15,62,2nd at Folsom,19,68,15
82,2118.7317073170734,67,Market at 10th,27,51,Embarcadero at Folsom,19,68,14
82,1025.963414634147,57,5th at Howard,15,42,Davis at Jackson,15,79,3
82,610.6341463414634,46,Washington at Kearny,15,49,Spear at Folsom,19,75,7
82,1030.0365853658536,58,San Francisco City Hall,19,49,Spear at Folsom,19,69,13
81,1095.1975308641975,11,MLK Library,19,12,SJSU 4th at San Carlos,19,54,27
81,888.9135802469136,65,Townsend at 7th,15,47,Post at Kearney,19,73,8
81,1221.901234567901,14,Arena Green / SAP Center,19,80,Santa Clara County Civic Center,15,67,14
81,344.0987654320989,47,Post at Kearney,19,62,2nd at Folsom,19,74,7
81,1372.7283950617293,46,Washington at Kearny,15,59,Golden Gate at Polk,23,59,22
81,1802.1728395061725,24,Redwood City Public Library,15,22,Redwood City Caltrain Station,25,67,14
81,1007.3703703703701,42,Davis at Jackson,15,57,5th at Howard,15,66,15
80,1804.05,50,Harry Bridges Plaza (Ferry Building),23,46,Washington at Kearney,15,33,47
80,1723.5125000000005,75,Mechanics Plaza (Market at Battery),19,56,Beale at Market,19,58,22
80,524.4875000000001,12,SJSU 4th at San Carlos,19,7,Paseo de San Antonio,15,58,22
80,1828.4124999999997,51,Embarcadero at Folsom,19,67,Market at 10th,27,50,30
80,2328.825,9,Japantown,15,3,San Jose Civic Center,15,12,68
79,1950.126582278481,3,San Jose Civic Center,15,7,Paseo de San Antonio,15,30,49
79,1383.6708860759493,45,Commercial at Montgomery,15,48,Embarcadero at Vallejo,15,47,32
79,653.3670886075947,84,Ryland Park,15,7,Paseo de San Antonio,15,67,12
79,645.2025316455698,47,Post at Kearney,19,74,Steuart at Market,23,43,36
78,1156.4487179487176,68,Yerba Buena Center of the Arts (3rd @ Howard),19,82,Broadway St at Battery St,15,58,20
78,987.6794871794874,58,San Francisco City Hall,19,46,Washington at Kearny,15,61,17
78,7931.487179487179,32,Castro Street and El Camino Real,11,31,San Antonio Shopping Center,15,49,29
78,1077.8205128205127,59,Golden Gate at Polk,23,45,Commercial at Montgomery,15,71,7
78,993.6923076923077,5,Adobe on Almaden,19,3,San Jose Civic Center,15,49,29
77,2130.415584415585,47,Post at Kearny,19,77,Market at Sansome,27,51,26
77,815.0519480519483,9,Japantown,15,4,Santa Clara at Almaden,11,63,14
77,1369.7012987012986,31,San Antonio Shopping Center,15,27,Mountain View City Hall,15,39,38
76,977.6578947368423,58,San Francisco City Hall,19,63,Howard at 2nd,19,65,11
76,823.6973684210526,7,Paseo de San Antonio,15,5,Adobe on Almaden,19,63,13
76,7019.3421052631575,54,Embarcadero at Bryant,15,67,Market at 10th,27,47,29
76,9594.499999999998,35,University and Emerson,11,31,San Antonio Shopping Center,15,67,9
76,823.0263157894736,46,Washington at Kearney,15,67,Market at 10th,27,68,8
75,677.2800000000001,31,San Antonio Shopping Center,15,33,Rengstorff Avenue / California Street,15,64,11
75,1623.0533333333333,67,Market at 10th,27,82,Broadway St at Battery St,15,60,15
75,1633.0933333333326,14,Arena Green / SAP Center,19,3,San Jose Civic Center,15,13,62
74,1203.8513513513512,80,Santa Clara County Civic Center,15,14,Arena Green / SAP Center,19,65,9
74,2113.135135135136,12,SJSU 4th at San Carlos,19,3,San Jose Civic Center,15,35,39
74,1631.5810810810806,64,2nd at South Park,15,46,Washington at Kearney,15,67,7
74,885.2027027027025,58,San Francisco City Hall,19,47,Post at Kearney,19,55,19
73,726.0958904109589,59,Golden Gate at Polk,23,47,Post at Kearney,19,65,8
73,784.5342465753426,62,2nd at Folsom,19,58,San Francisco City Hall,19,69,4
73,1134.191780821917,37,Cowper at University,11,38,Park at Olive,15,35,38
72,1532.3611111111115,38,Park at Olive,15,37,Cowper at University,11,27,45
72,2514.125,56,Beale at Market,19,58,San Francisco City Hall,19,54,18
72,2114.0972222222226,29,San Antonio Caltrain Station,23,27,Mountain View City Hall,15,51,21
72,632.5972222222225,5,Adobe on Almaden,19,12,SJSU 4th at San Carlos,19,62,10
71,5376.042253521126,5,Adobe on Almaden,19,11,MLK Library,19,53,18
71,472.66197183098603,75,Mechanics Plaza (Market at Battery),19,46,Washington at Kearney,15,59,12
71,534.6760563380283,6,San Pedro Square,15,5,Adobe on Almaden,19,48,23
71,1764.4929577464789,82,Broadway St at Battery St,15,59,Golden Gate at Polk,23,59,12
71,1240.549295774648,46,Washington at Kearney,15,39,Powell Street BART,19,49,22
71,840.6901408450701,47,Post at Kearney,19,39,Powell Street BART,19,61,10
70,2239.214285714286,29,San Antonio Caltrain Station,23,36,California Ave Caltrain Station,15,29,41
70,613.8428571428569,5,Adobe on Almaden,19,10,San Jose City Hall,15,51,19
70,493.9428571428571,55,Temporary Transbay Terminal (Howard at Beale),23,47,Post at Kearney,19,66,4
69,1767.8550724637678,27,Mountain View City Hall,15,29,San Antonio Caltrain Station,23,52,17
69,1005.072463768116,3,San Jose Civic Center,15,14,Arena Green / SAP Center,19,24,45
69,5724.492753623188,6,San Pedro Square,15,4,Santa Clara at Almaden,11,42,27
69,1124.434782608696,5,Adobe on Almaden,19,84,Ryland Park,15,61,8
69,11229.710144927536,3,San Jose Civic Center,15,12,SJSU 4th at San Carlos,19,25,44
68,4658.558823529413,8,San Salvador at 1st,15,3,San Jose Civic Center,15,35,33
68,387.77941176470597,47,Post at Kearney,19,55,Temporary Transbay Terminal (Howard at Beale),23,64,4
68,682.3970588235293,14,Arena Green / SAP Center,19,84,Ryland Park,15,54,14
68,763.7647058823527,49,Spear at Folsom,19,47,Post at Kearney,19,50,18
67,1345.4477611940297,59,Golden Gate at Polk,23,46,Washington at Kearny,15,54,13
67,1132.4328358208954,33,Rengstorff Avenue / California Street,15,31,San Antonio Shopping Center,15,58,9
67,9732.074626865671,24,Redwood City Public Library,15,24,Redwood City Public Library,15,20,47
67,515.9999999999999,46,Washington at Kearney,15,77,Market at Sansome,27,54,13
66,955.8484848484848,47,Post at Kearney,19,63,Howard at 2nd,19,61,5
66,832.636363636364,28,Mountain View Caltrain Station,23,30,Middlefield Light Rail Station,15,62,4
66,570.7121212121212,27,Mountain View City Hall,15,30,Evelyn Park and Ride,15,47,19
65,654.5076923076921,6,San Pedro Square,15,12,SJSU 4th at San Carlos,19,44,21
65,1502.1538461538462,34,Palo Alto Caltrain Station,23,25,Stanford in Redwood City,15,64,1
64,805.0468750000001,82,Broadway St at Battery St,15,62,2nd at Folsom,19,60,4
64,716.3906249999999,10,San Jose City Hall,15,13,St James Park,15,62,2
64,1838.5,82,Broadway St at Battery St,15,46,Washington at Kearny,15,41,23
63,4369.301587301587,3,San Jose Civic Center,15,16,SJSU - San Salvador at 9th,15,28,35
63,1562.0,4,Santa Clara at Almaden,11,6,San Pedro Square,15,46,17
63,1256.3333333333333,66,South Van Ness at Market,19,54,Embarcadero at Bryant,15,53,10
63,2488.0158730158737,25,Stanford in Redwood City,15,25,Stanford in Redwood City,15,36,27
63,2788.2380952380954,7,Paseo de San Antonio,15,12,SJSU 4th at San Carlos,19,45,18
62,3462.4032258064526,74,Steuart at Market,23,56,Beale at Market,19,43,19
62,995.4354838709679,42,Davis at Jackson,15,59,Golden Gate at Polk,23,59,3
62,923.3225806451615,47,Post at Kearney,19,45,Commercial at Montgomery,15,57,5
62,1548.0806451612905,4,Santa Clara at Almaden,11,8,San Salvador at 1st,15,47,15
61,730.1147540983607,69,San Francisco Caltrain 2 (330 Townsend),23,47,Post at Kearney,19,56,5
61,3497.3770491803275,48,Embarcadero at Vallejo,15,62,2nd at Folsom,19,29,32
61,1113.7540983606552,80,Santa Clara County Civic Center,15,9,Japantown,15,36,25
61,2767.344262295081,2,San Jose Diridon Caltrain Station,27,14,Arena Green / SAP Center,19,44,17
61,1101.6885245901642,7,Paseo de San Antonio,15,14,Arena Green / SAP Center,19,38,23
60,802.8833333333334,23,San Mateo County Center,15,24,Redwood City Public Library,15,57,3
60,345.4666666666667,63,Howard at 2nd,19,47,Post at Kearney,19,56,4
60,2119.35,46,Washington at Kearny,15,58,San Francisco City Hall,19,32,28
60,741.3666666666666,3,San Jose Civic Center,15,84,Ryland Park,15,36,24
59,3104.5593220338988,47,Post at Kearney,19,47,Post at Kearney,19,24,35
59,711.084745762712,13,St James Park,15,5,Adobe on Almaden,19,46,13
59,604.5932203389834,16,SJSU - San Salvador at 9th,15,13,St James Park,15,46,13
59,2302.64406779661,14,Arena Green / SAP Center,19,9,Japantown,15,37,22
58,439.551724137931,47,Post at Kearney,19,57,5th at Howard,15,53,5
58,416.65517241379297,46,Washington at Kearney,15,56,Beale at Market,19,53,5
58,926.1551724137931,16,SJSU - San Salvador at 9th,15,3,San Jose Civic Center,15,27,31
58,876.1724137931035,47,Post at Kearney,19,59,Golden Gate at Polk,23,50,8
57,983.9824561403507,45,Commercial at Montgomery,15,59,Golden Gate at Polk,23,49,8
56,474.5178571428571,39,Powell Street BART,19,47,Post at Kearney,19,46,10
56,771.6785714285712,11,MLK Library,19,4,Santa Clara at Almaden,11,37,19
56,34568.7857142857,31,San Antonio Shopping Center,15,32,Castro Street and El Camino Real,11,35,21
56,3523.660714285715,48,Embarcadero at Vallejo,15,59,Golden Gate at Polk,23,29,27
55,1885.163636363636,71,Powell at Post (Union Square),19,47,Post at Kearney,19,40,15
55,1683.3999999999999,71,Powell at Post (Union Square),19,46,Washington at Kearney,15,29,26
55,650.036363636364,46,Washington at Kearny,15,62,2nd at Folsom,19,48,7
55,1519.709090909091,62,2nd at Folsom,19,59,Golden Gate at Polk,23,44,11
55,2563.2545454545457,14,Arena Green / SAP Center,19,8,San Salvador at 1st,15,32,23
55,974.4000000000001,47,Post at Kearney,19,65,Townsend at 7th,15,46,9
55,3494.3454545454547,38,Park at Olive,15,29,San Antonio Caltrain Station,23,26,29
55,679.6363636363635,4,Santa Clara at Almaden,11,11,MLK Library,19,34,21
54,1426.185185185185,41,Clay at Battery,15,58,San Francisco City Hall,19,42,12
54,3319.24074074074,59,Golden Gate at Polk,23,73,Grant Avenue at Columbus Avenue,19,27,27
54,1348.4074074074074,47,Post at Kearney,19,58,San Francisco City Hall,19,40,14
53,880.4716981132076,10,San Jose City Hall,15,14,Arena Green / SAP Center,19,40,13
52,1706.3269230769235,3,San Jose Civic Center,15,9,Japantown,15,14,38
52,2612.576923076924,12,SJSU 4th at San Carlos,19,9,Japantown,15,34,18
52,1083.903846153846,12,SJSU 4th at San Carlos,19,10,San Jose City Hall,15,32,20
51,1935.9215686274513,47,Post at Kearney,19,71,Powell at Post (Union Square),19,26,25
51,763.3529411764705,8,San Salvador at 1st,15,5,Adobe on Almaden,19,41,10
51,1363.4117647058822,29,San Antonio Caltrain Station,23,38,Park at Olive,15,15,36
51,1113.8039215686279,46,Washington at Kearney,15,69,San Francisco Caltrain 2 (330 Townsend),23,48,3
51,1108.6862745098042,77,Market at Sansome,27,46,Washington at Kearney,15,41,10
50,1273.0799999999997,9,Japantown,15,16,SJSU - San Salvador at 9th,15,23,27
50,712.1,49,Spear at Folsom,19,46,Washington at Kearney,15,48,2
50,1574.8200000000004,39,Powell Street BART,19,46,Washington at Kearney,15,37,13
50,463.2600000000001,57,5th at Howard,15,47,Post at Kearney,19,44,6
50,2569.9400000000005,47,Post at Kearney,19,72,Civic Center BART (7th at Market),23,38,12
50,1043.5199999999998,74,Steuart at Market,23,47,Post at Kearney,19,38,12
49,3253.0204081632646,77,Market at Sansome,27,47,Post at Kearny,19,22,27
49,546.9387755102041,24,Redwood City Public Library,15,23,San Mateo County Center,15,46,3
49,11078.204081632653,3,San Jose Civic Center,15,8,San Salvador at 1st,15,17,32
49,1063.3265306122448,84,Ryland Park,15,12,SJSU 4th at San Carlos,19,38,11
